meting_nummer,tijd_unix_ms,testwaarde,echo_waarde,verschil,round_trip_seconden
475,1744280316453,475,475,0,0.01639580726623535
476,1744280316682,476,476,0,0.01520228385925293
477,1744280316915,477,477,0,0.011507272720336914
478,1744280317146,478,478,0,0.016356706619262695
479,1744280317376,479,479,0,0.016290664672851562
480,1744280317607,480,480,0,0.015534400939941406
481,1744280317837,481,481,0,0.013324260711669922
482,1744280318065,482,482,0,0.013247013092041016
483,1744280318293,483,483,0,0.013702392578125
484,1744280318523,484,484,0,0.013874053955078125
485,1744280318752,485,485,0,0.01371455192565918
486,1744280318980,486,486,0,0.01499795913696289
487,1744280319213,487,487,0,0.01218867301940918
488,1744280319441,488,488,0,0.013118505477905273
489,1744280319671,489,489,0,0.004157304763793945
490,1744280319882,490,490,0,0.01723003387451172
491,1744280320113,491,491,0,0.017584562301635742
492,1744280320348,492,492,0,0.013562440872192383
493,1744280320577,493,493,0,0.013386964797973633
494,1744280320805,494,494,0,0.013818740844726562
495,1744280321035,495,495,0,0.00735020637512207
496,1744280321251,496,496,0,0.02480006217956543
497,1744280321492,497,497,0,0.017134904861450195
498,1744280321724,498,498,0,0.01340794563293457
499,1744280321953,499,499,0,0.014704465866088867
500,1744280322182,500,500,0,0.017235279083251953
